French,Tamazight_Kabyle,LLM_Translation,BLEU_Score,CER
L'anglais est parlé presque partout.,Tagnizit tettwahḍaṛ mesḥub di yal amkan.,Taglizit ttmeslayen-tt qrib yal amkan.,0.09302577375697234,0.4358974358974359
Nous devrions faire cela ensemble.,Ilaq ad nexdem annect-a lwaḥid.,Ilaq a nexdem aya lwaḥid.,0.07071067811865477,0.20689655172413793
Pouvez-vous me dire ce que ce symbole signifie ?,Tzemrem ad yi-d-tinim d acu i d anemek n wezmul-a?,Tzemreḍ a yi-d-tinid d acu i d-yebɣa ad d-yini uzamul-agi?,0.1122444464861146,0.43478260869565216
Tom a parlé politique toute la nuit avec ses amis.,Tom ihḍeṛ ɣef tsertit iḍ kamel akked yemdukal-is.,Tom imeslay ɣef tsertit iḍ meṛṛa d yimdukkal-is.,0.1477219991186121,0.3191489361702128
Tom n'a pas de buts dans la vie.,Ur isɛi ara Tom iswan deg tudert-is.,Tom ur yesɛi ara iswiyen di ddunit.,0.043472087194499145,0.6176470588235294
Je ne suis pas contre ton plan.,Ur lliɣ ara mgal aɣawas-inek.,Ur lliɣ ara mgal usenfar-ik.,0.668740304976422,0.2962962962962963
Je ne ferais jamais de mal à un enfant.,D awezɣi ad xedmeɣ ayen n diri i weqcic,Werǧin ad geɣ ccer i weqcic.,0.05795053470733952,0.48717948717948717
Je le fais presque tous les jours.,Xeddmeɣ-t meḥsub yal ass.,Xeddmeɣ-t qrib yal ass.,0.1880301546543197,0.21739130434782608
Combien d'images as-tu achetées ?,Acḥal n tewlafin i d-tuɣeḍ?,Achḥal n tugniwin i d-teɣliḍ?,0.06389431042462725,0.36
Tom te comprend maintenant.,Ifhem-ik-id Tom tura.,Tom ifhem-ik tura.,0.13512001548070346,0.5555555555555556
Je pourrais peut-être revenir demain.,Ahat zemreɣ ad d-qqleɣ azekka.,Ahat ad d-uɣaleɣ azekka.,0.0823481567964712,0.35714285714285715
Je veux savoir quand Tom sera de retour.,Bɣiɣ ad ẓṛeɣ melmi ara d-yuɣal Tom.,Bɣiɣ ad zreɣ melmi ara d-yuɣal Tom.,0.488923022434901,0.06060606060606061
Je suis heureux pour toi.,Feṛḥeɣ-ak.,Ferḥeɣ fell-ak.,0.0,0.75
Tom laisse le jardin à l'abandon.,Yehmel Tom tibḥirt-nni.,Tom yeǧǧa lǧinan yehmel.,0.09554427922043669,1.0
« Où allez-vous ? » « Au cinéma. »,"Anda ara tṛuḥem ? - ""Ar ssinimia. """,« Sanda i tetteddum ? » « Ar ssinima. »,0.05372849659117709,0.41379310344827586
J'achète quelques livres.,Ad d-aɣeɣ kra n yidlisen.,Ttaɣeɣ kra n yidlisen.,0.3096787331587729,0.17391304347826086
"Ok, Tom, ça suffit !","Ih a Tom, Dayen!","Ok, Tom, dayen !",0.17216896116316355,0.2857142857142857
Ça n'a pas été facile à faire.,Ur ishil ara i uxeddim.,Ur ishil ara i wakken ad t-id-nga.,0.41113361690051975,0.5909090909090909
Sortez ! Je ne veux plus vous parler !,Ffɣet! Ur bɣiɣ ara ad heḍṛeɣ yid-wen!,Ffɣet! Ur bɣiɣ ara ad rnuɣ ad mmeslayeɣ yid-wen!,0.4671379777282001,0.4117647058823529
Sors ! Je ne veux plus te parler !,Ffeɣ! Ur bɣiɣ ara akk ad heḍṛeɣ yid-k!,Ffeɣ! Ur bɣiɣ ara ad k-meslayeɣ dayen!,0.3768499164492419,0.4
Je suis heureux que tu aies pu nous rejoindre.,Feṛḥeɣ i mi tzemreḍ ad d-ternuḍ ɣuṛ-nneɣ.,Ferḥeɣ imi i tzemreḍ ad aɣ-d-ternuḍ.,0.0808764862779457,0.3684210526315789
Tu peux nous parler.,Tzemreḍ ad aɣ-d-theḍṛeḍ.,Tzemreḍ a ɣ-d-tmeslayeḍ.,0.11362193664674995,0.3333333333333333
J'ai besoin de savoir ce qu'a fait Tom hier.,Bɣiɣ ad ẓṛeɣ d acu i yexdem Tom iḍelli.,Ḥwaǧeɣ ad issineɣ ayen i gexdem Tom iḍelli.,0.06164542728425844,0.42105263157894735
Son nom est Tom.,Isem-is Tom,Isem-is d Tom.,0.13512001548070346,0.2
Nous allons à la maison.,Ad nṛuḥ ar wexxam.,Nteddu s axxam.,0.0,0.5882352941176471
Nous rentrons à la maison.,Ad nekcem ar wexxam.,Nettuɣal s axxam.,0.0,0.631578947368421
Chacun n'entend que ce qu'il comprend.,Yiwen ur isell ḥaca ayen i ifehhem.,Yal yiwen isell kan i wayen i yefhem.,0.03655552228545124,0.4411764705882353
Seul le temps le dira.,D lwaqt ara t-id-iseknen.,Ala lweqt ara d-yinin.,0.08034284189446518,0.5
Je déteste la pluie.,Kerheɣ ageffur.,Kṛeɣ lehwa.,0.0,0.6428571428571429
Je n'ai pas reçu d'e-mail aujourd'hui.,Ur yi-d-wwiḍen ara Imaylen ass-a.,Ur d-wwiɣ ara imayl assa.,0.07071067811865477,0.2413793103448276
Est-il vrai que Tom a changé son nom ?,Ɛni d tidet ibeddel Tom isem-is?,D tidet belli Tom ibeddel isem-is?,0.10855926040543844,0.5666666666666667
Est-il vrai que Tom ne sait pas nager ?,D tidet ur issin ara ad iɛumm Tom?,D tidet belli Tom ur yessin ara ad iɛum?,0.07936880926086218,0.5151515151515151
Je n'ai rien appris de nouveau.,Ulac akk kra nniḍen i d-lemdeɣ.,Ur lmiddeɣ acemma d amaynut.,0.0,0.8275862068965517
Ne tirez pas avant mon ordre !,Ur kkatet ara uqbel ad wen-d-iniɣ!,Ur ttekkatet ara uqbel lameṛ-iw!,0.10294994188297393,0.3870967741935484
Faites comme chez vous !,Xedmet ayen tebɣam am akken deg uxxam-nwen i tellam!,Axxam d axxam-nwen.,0.0,0.72
Elles utilisent ce livre en classe d'espagnol.,Sexdamen adlis-a deg tneɣṛit n tespenyulit.,Sseqdacent adlis-agi di tneɣrit n tespanyulit.,0.040824829046386304,0.24390243902439024
Le train est arrivé à Londres.,Tewweḍ tmacint-nni ar Lundun.,Lmacina tewweḍ-d ɣer Lundun.,0.08034284189446518,0.6666666666666666
Que voulez-vous d'autre ?,D acu-nniḍen i tebɣiḍ?,D acu nniḍen i tebɣam?,0.06389431042462725,0.15
Que voulez-vous d'autre ?,D acu daɣen i tebɣiḍ?,D acu nniḍen i tebɣam?,0.12574334296829354,0.3
Tom ne peut entendre Marie.,Tom ur izmir ara ad s-isel i Marie.,Tom ur yezmir ara ad isel i Marie.,0.10173978273092252,0.09090909090909091
Tom ne peut entendre Marie.,Tom ur izmir ara ad s-iḥess i Marie.,Tom ur yezmir ara ad isel i Marie.,0.10173978273092252,0.17647058823529413
Je suis riche.,Nekk d ameṛkanti.,D ameṛkanti.,0.19180183554164504,0.3125
Il habite à New York.,Yezdeɣ deg New York.,Izeddeɣ di New York.,0.16990442448471224,0.2631578947368421
"Lève-toi et présente-toi, s'il te plait.","Kker fell-as, tessisneḍ-d iman-ik di leɛnaya-k!","Kker u ssen-ed iman-ik, di leɛnaya-k.",0.21711852081087685,0.2682926829268293
Combien as-tu de sœurs ? Combien as-tu de frères ?,Acḥal n tsetmatin i tesɛiḍ? Acḥal n watmaten i tesɛiḍ?,Achḥal n tsetma i tesɛiḍ? Achḥal n watmaten i tesɛiḍ?,0.32466791547509893,0.09615384615384616
Personne ne sait que je suis ici.,Yiwen ur iẓṛi belli da i lliɣ.,Yiwen ur yeẓri belli lliɣ dagi.,0.08690744034581972,0.3793103448275862
Personne ne sait que je suis ici.,Yiwen ur iɛlim belli aql-i da.,Yiwen ur yeẓri belli lliɣ dagi.,0.09554427922043669,0.35714285714285715
Tu m'as abandonné !,Teǧǧiḍ-iyi!,Teǧǧiḍ-iyi!,0.1778279410038923,0.0
Tu m'as abandonnée !,Teǧǧid-iyi!,Teǧǧiḍ-iyi!,0.0,0.1111111111111111
Layla s'est sentie abandonnée.,Layla tḥuss tettwahmel.,Layla tḥuss s yiman-is tettwaǧǧa.,0.11362193664674995,0.6363636363636364
Layla se sentit abandonnée.,Layla tettḥussu tettwahmel.,Layla tḥulfu s yiman-is d tin yeǧǧan.,0.033031643180138064,0.8846153846153846
Il est mort depuis dix ans.,Immut ɛecra iseggasen aya.,Yemmut aya d mraw n iseggasen.,0.048549177170732344,0.64
Il s'est construit une nouvelle maison.,Ibna i yiman-is axxam amaynut.,Ibna-d axxam amaynut.,0.12336445138236939,0.35714285714285715
Va attendre dans la voiture.,Ṛuḥ rǧu deg tkeṛṛust.,Ruh arju deg tkarust.,0.08034284189446518,0.35
Tom ne va pas regarder la télé.,Tom ur ittṛuḥu ara ad ifeṛṛeǧ tiliẓṛi.,Tom ur yettwali ara tiliwizyut.,0.08428828344718171,0.5945945945945946
"« Je t'aimais, Marie. » « Alors pourquoi m'as-tu trahie ? »","Ḥemmelɣ-kem a Marie. ""Acuɣeṛ i yi-txedɛeḍ ?""","« Ḥemmleɣ-kem, a Marya. » « Ihi acuɣer i yi-txedɛeḍ? »",0.07730551756939454,0.2702702702702703
Les peuples nomades suivent l'eau et les pâturages.,Igduden yettinigen ṭṭafaṛen aman d tzegzewt.,Igduden inejjalen ttabaɛen aman d yikessawen.,0.09554427922043669,0.46511627906976744
Salutations à vous deux !,Azul fell-awen i sin!,Azul fell-awen i sin,1.0,0.0
Cela fait longtemps que je n'ai plus eu de nouvelles de Marie ; j'espère qu'elle va bien.,Aṭas-aya ma yewweḍ-iyi lexbeṛ n Marie ; ssarameɣ ur tt-yuɣ walu.,Aṭas aya ur sliɣ s lexbar n Marie ; ssarameɣ t-ella deg lxiṛ.,0.09058752341587764,0.4576271186440678
C'est exactement ce dont nous avons besoin.,Swaswa kan d ayen i nuḥwaǧ.,D ayen swaswa i neḥwaǧ.,0.11062691203042492,0.5384615384615384
C'est exactement ce dont on a besoin.,Swaswa d ayen i nuḥwaǧ.,D ayen i nesra swaswa.,0.28574404296988,0.7272727272727273
C'est exactement ce qu'il nous faut.,Swaswa d ayen i ɣ-ilaqen.,D ayen i nḥwaǧ swaswa.,0.28574404296988,0.782608695652174
Comment puis-je l'oublier ?,Amek i zemreɣ ad t-ttuɣ?,Amek i zemreɣ ad t-ttugh?,0.668740304976422,0.09090909090909091
Peut-on parler de ce qu'il s'est passé la nuit dernière ?,Nezmer ad nehḍer ɣef wayen yeḍṛan id iɛeddan?,Nezmer ad nemmeslay ɣef wayen i d-yeḍran iḍ yezrin?,0.07171781507224269,0.36363636363636365
Tom sera célèbre.,Ad yuɣal Tom mucaɛ.,Tom ad yili d amechhur.,0.06389431042462725,0.9444444444444444
Je ne sais pas qui a besoin de faire ça.,Ur ẓṛiɣ ara anwa i yuḥwaǧen ad yexdem annect-a.,Ur zriɣ ara anwa i iḥwaǧen ad ixdem aya.,0.13485111859503685,0.24444444444444444
"Ne la crois pas, parce qu'elle ment toujours.",Ur tt-ttamen ara axaṭer dima teskidib.,"Ur tt-ttamen ara, acku tskerkis daymen.",0.20205155046766235,0.5277777777777778
C'est dur à croire que Tom n'était pas conscient que Mary était amoureuse de lui.,Yuɛeṛ ad tamneḍ belli Tom ur iẓṛi ara belli tḥemmel-it Mary.,Iwaɛer ad t-tamneḍ belli Tom ur yeẓri ara belli Mary tḥemmel-it.,0.13193849171325928,0.3103448275862069
Tom jeta les vêtements de sa copine dans le feu.,Tom iḍeqqeṛ iceṭṭiḍen n temdakelt-is ar tmes.,Tom iḍegger iceṭṭiḍen n tmeddakult-is deg tmes.,0.08307018474412793,0.20930232558139536
Il m'a donné un livre.,Ifka-yi-d adlis.,Yefka-yi-d adlis.,0.1495348781221221,0.15384615384615385
Il m'a donné un livre.,Ifka-yi-d taktubt.,Yefka-yi-d adlis.,0.0,0.5333333333333333
Thomas a acheté une bouteille d'huile d'olive.,Yuɣ-d Tomas taqeṛɛunt n zzit uzemmur.,Thomas yuɣ-d taqerɛet n zzit uzemmur.,0.21711852081087685,0.4
Obéis à ton grand frère.,Aɣ-as awal i gma-k ameqqṛan!,Aɣ awal i gma-k ameqqran.,0.26591479484724945,0.12
Tom a goûté le gâteau.,Tom iɛṛeḍ taẓidant-nni.,Yecreḍ Tom agatu.,0.11362193664674995,0.7619047619047619
Ils vont vraiment me manquer.,Ad xaqeɣ mliḥ fell-asen.,Ad iyi-xeṣṣen s tideț.,0.08034284189446518,0.7727272727272727
Ils vont vraiment me manquer.,Ad ten-cedhiɣ s waṭas.,Ad iyi-xeṣṣen s tideț.,0.09554427922043669,0.65
Elles vont vraiment me manquer.,Ad xaqeɣ mliḥ fell-asent.,Ad iyi-xussent s tidet.,0.08034284189446518,0.7391304347826086
Elles vont vraiment me manquer.,Ad tent-cedhiɣ s waṭas.,Ad iyi-xeṣṣent s tideț.,0.09554427922043669,0.7142857142857143
Tom a dit qu'il n'était pas malade.,Tom yenn-a belli ur yehlik ara.,Tom yenna-d belli ur yuḍen ara.,0.10266900960803409,0.20689655172413793
"J'ai fait une erreur, non ?","Ɣelḍeɣ, anaɣ?","Xedmeɣ tuccḍa, neɣ ala?",0.0,1.2727272727272727
C'est une phrase simple.,D tafyirt taḥerfit.,D tafyirt taḥerfit.,0.5623413251903491,0.0
Tom adore les enfants.,Tom iḥemmel arrac.,Tom iḥemmel arrac.,0.5623413251903491,0.0
Sami va aimer la soupe de Layla.,Ad as-teɛǧeb ccerba n Layla i Sami.,Sami ad iḥemmel asfaylu n Layla.,0.08690744034581972,0.7272727272727273
Personne ne veut que tu le fasses.,Yiwen ur ibɣi ad t-txedmeḍ.,Yiwen ur yebɣi a t-txedmeḍ.,0.12574334296829354,0.12
"Le jour suivant, Tom est arrivé.","Azekka-nni, yewweḍ-d Tom.","Azekka-nni, yusa-d Tom.",0.13512001548070346,0.23809523809523808
Il me faut trois heures pour le rédiger.,Laqent-iyi tlata n sswayeɛ i wakken ad t-fakeɣ s tira.,Isefq-iyi tlata n sswayeɛ iwakken ad t-aruɣ.,0.11443963624627547,0.3137254901960784
Tom n'était pas rasé.,Tom ur yekkis ara tamart-is.,Tom ur iḥeffef ara.,0.14643803168582153,0.5769230769230769
"Ne vous inquiétez pas les gars, je m'en occupe.","Ur tqelliqet ara iman-nwen ay arrac, ad d-lhuɣ yid-s.","Ur tthebbirt ara a yarrac, d nekk ara d-yelhun yis-s.",0.025098621243978974,0.5416666666666666
Les hommes seront de plus en plus grands !,Irgazen simmal ttuɣalen d imeqqṛanen.,Irgazen ad ttimɣuren simmal simmal!,0.06389431042462725,0.5833333333333334
Est-ce les tiens ?,D ayla-k?,D wid-ak?,0.1495348781221221,0.42857142857142855
J'étais dans mon appartement.,Lliɣ deg uxxam-iw.,Lliɣ deg uxxam-iw.,0.5623413251903491,0.0
C'est presque pareil.,Meḥsub kifkif.,Qrib d kifkif.,0.11362193664674995,0.46153846153846156
À quelle heure ouvrent-ils ?,Ɣef acḥal ssaɛa ara ldin?,Melmi i d-tteldayen?,0.0,0.8333333333333334
Maintenant tout va bien.,Tura kullec igerrez.,Tura kullec yelha.,0.24028114141347542,0.3157894736842105
Maintenant tout va bien.,Tura kullec yelha.,Tura kullec yelha.,0.5623413251903491,0.0
Tu es comme ta sœur.,Kečč akka am wettma-k.,Kečč am weltma-k,0.09681772177713914,0.3
Quelle est ta chanson d'amour favorite ?,Anita i d taɣect n tayri i tḥemmleḍ?,D acu i d tizlit n tayri i tḥemmleḍ akk?,0.31239399369202553,0.37142857142857144
Quelle est ta chanson d'amour préférée ?,Anita i d taɣect n tayri akk i tḥemmleḍ?,Anta taɣect n tayri i tḥemmleḍ ugar?,0.15447878876032708,0.358974358974359
Dis-lui que je suis fatigué.,Ini-yas belli ɛyiɣ.,Ini-as belli ɛyiɣ.,0.24028114141347542,0.058823529411764705
Il y a des gens qui croient en une vie éternelle après la mort.,Llan yemdanen i yettamnen s tudert n dayem deffir n tmettant.,Llan medden i iumnen s tudert n lebda deffir lmut.,0.11239790830656897,0.36666666666666664
Nous irons en Italie l'année prochaine.,Ad nṛuḥ ar Ṭelyan aseggas i d-iteddun.,A n-ṛuḥ ɣer Ṭelyan aseggas i d-iteddun.,0.4347208719449914,0.08333333333333333
Vous le ferez facilement.,Ad t-txedmem s sshala.,A t-txedmem s sshala.,0.3976353643835253,0.05
Vous y arriverez facilement.,Ad tawḍem s sshala.,Aț-țawḍem s sshala.,0.17216896116316355,0.16666666666666666
N'oublie pas de réfléchir avant de parler.,Ur tettuy ara ad tmeyyzeḍ uqbel ad d-tmeslayeḍ.,Ur tettu ara ad txemmemḍ uqbel ad temmeslayeḍ.,0.08783602619713961,0.2
Je ne pense pas que je veuille être ici.,Ur ugaɣ ara dakken bɣiɣ ad iliɣ da.,Ur ɣileɣ ara belli bɣiɣ ad iliɣ dagi.,0.1561969968460128,0.35294117647058826
Je vis en Australie.,Ttidireɣ deg Ustralia.,Zdeɣ di Ustṛalya.,0.0,0.42857142857142855
Tu es comme ta sœur.,Tmugeḍ am weltma-k.,Kečč am weltma-k,0.24028114141347542,0.35294117647058826
"Ce jour-là, il faisait gris et Tom n'avait pas envie de sortir.","Ass-nni, d agfur, dɣa Tom ur yebɣi ara ad yeffeɣ.","Ass-nni, lhal d ameddaɣ u Tom ur yebɣi ara ad yeffeɣ.",0.49616830003403634,0.28888888888888886
Le chien aboya sur Tom.,Yesseglef-d uydi ɣef Tom.,Iseglef uydi ɣef Tom.,0.3976353643835253,0.17391304347826086
Il a entendu le chien aboyer.,Yesla i uydi yesseglaf.,Isla i uqjun yesseglaf.,0.09554427922043669,0.2727272727272727
"Le lendemain, Tom est arrivé.","Azekka-nni, yewweḍ-d Tom.","Azekka-nni, yusa-d Tom.",0.13512001548070346,0.23809523809523808
Je pose ma main sur ton cœur.,Ad serseɣ afus-iw ɣef ul-ik.,Srusuɣ afus-iw ɣef wul-ik.,0.13232169883599026,0.28
Je pose ma main sur ton cœur.,Ad serseɣ afus-iw ɣef ul-im.,Srusuɣ afus-iw ɣef wul-ik.,0.13232169883599026,0.32
Tom pige très vite.,Tom igezzu s temɣawla.,Tom ifhem dɣya.,0.0814136751754278,0.6190476190476191
Qu'est-ce qu'on doit acheter ?,D acu ara ad d-naɣ?,D acu i d-ilaq ad n-naɣ?,0.09554427922043669,0.4117647058823529
Donne du temps au temps.,Efk akud i wakud,Efk lweqt i lweqt.,0.09554427922043669,0.625
Ne laisse pas sortir le chat.,Ur ttaǧa ara amcic ad yeffeɣ,Ur ttaǧǧa ara amcic ad iffeɣ.,0.21711852081087685,0.10714285714285714
Non ! Il n'aime pas l'eau !,Ala! Ur iḥemmel ara aman!,Ala! Ur iḥemmel ara aman!,1.0,0.0
Judy aime danser.,Judy tḥemmel cḍeḥ.,Judy tḥemmel ccḍeḥ.,0.24028114141347542,0.058823529411764705
Allez ! Lève-toi !,Aya! Kker!,Ayya! Kker!,0.1495348781221221,0.125
Je ne peux pas marcher.,Ur zmireɣ ara ad lḥuɣ.,Ur zmireɣ ara ad dduɣ.,0.668740304976422,0.09523809523809523
Ne laisse pas sortir le chat.,Ur ttaǧa ara amcic ad yeffeɣ.,Ur ttaǧǧa ara amcic ad yeffeɣ.,0.537284965911771,0.03571428571428571
J'ai deux mains.,Sɛiɣ sin ifassen.,Ɣur-i sin yifassen.,0.11362193664674995,0.3125
"Il est tard, partons !","Iṛuḥ lḥal, ad nruḥ!","Yezwer lḥal, a nruḥ!",0.09554427922043669,0.4117647058823529
"Il est tard, allons-y !","Iṛuḥ lḥal, iyaw ad nruḥ!","Iɛedda lḥal, aya nruḥ!",0.07440995947486906,0.45454545454545453
Les chiens aboyaient toute la nuit.,Aqjun iseglef iḍ kammel.,Iqjan seglafen iḍ kamel.,0.08034284189446518,0.30434782608695654
Ses chiens aboient.,Iqjan-agu seglafen.,Iqjan-is sseglafen.,0.0,0.23529411764705882
Leurs chiens aboient.,Iqjan-nsen seglafen.,Iḍan-nsen seglafen.,0.1495348781221221,0.1111111111111111
Le premier problème étant la lecture.,Ugur amenzu d taɣuri.,Ugur amezwaru d tiɣri.,0.09554427922043669,0.3
Nasy ajoute des phrases sur Tatoeba.,Nasy trennu tifyar di Tatoeba.,Nasy yernu tifyar deg Tatoeba.,0.07071067811865477,0.1724137931034483
"Le monde numérique, c'est le futur du Kabyle.",Amaḍal umḍin d imal n teqbaylit.,Amaḍal uṭṭun d imal n teqbaylit.,0.537284965911771,0.0967741935483871
Nous ne cesserons jamais d'apprendre.,Werǧin ad naḥbes almad.,Werǧin ad nḥebbes almad.,0.1880301546543197,0.13636363636363635
Tu peux parler portugais ?,Tzemreḍ ad tmeslayeḍ tapuṛtugit?,Tzemreḍ ad tmeslayeḍ tapurtugit?,0.3976353643835253,0.03225806451612903
La mer nous a toujours séparés.,Izga lebḥer gar-aneɣ.,Ilel yezga yebḍa-yaɣ.,0.0,0.7368421052631579
"J'ai demandé ta main à ton père, il a refusé.",Ḍelbeɣ-kem i baba-m yugi.,"Sutreɣ afus-im i baba-m, yugi.",0.26591479484724945,0.45454545454545453
Même si je suis loin de toi.,Xas akka beɛdeɣ fell-am.,Ɣas akken beɛdeɣ fell-ak.,0.08034284189446518,0.18181818181818182
C'est toi que mon cœur souhaite.,Ul-iw d kem i yessaram.,D kečč i yebɣa wul-iw.,0.06389431042462725,0.7142857142857143
Aide-moi à apprendre à conduire.,Ԑiwen-iyi ad lemdeɣ tanehart.,Ɛiwen-iyi ad lemdeɣ anahay.,0.16990442448471224,0.18518518518518517
Il a dessiné une pomme.,Innuɣ tatefaḥt.,Isunegh teffaḥt.,0.0,0.5714285714285714
Tu peux choisir entre ça et ça.,Tzemreḍ ad tferneḍ gar wa wa.,Tzemreḍ ad textireḍ ger wayi d wayi.,0.06985342056580097,0.42857142857142855
Il est amoureux de cette fille.,Iḥemmel taqcict-agi.,Iḥemmel taqcict-agi.,0.316227766016838,0.0
J'aimerais aller au cinéma avec elle.,Bɣiɣ ad ṛuḥeɣ yid-s ɣer sinima.,Bɣiɣ ad dduɣ ɣer ssinima yid-s.,0.10266900960803409,0.5172413793103449
C'est mon programme de radio favori.,D ahil-iw n ṛadyu i ḥemleɣ.,D wagi i d ahil-iw n rradyu i ffeḍleɣ.,0.12753431387594827,0.56
Une campagne de sensibilisation au changement climatique est lancée.,Ibda uwelleh n ussefrey ɣef ubeddel anezway.,Tebda yiwet n tmahala n usaki ɣef ubeddel n unezwu.,0.04939382737115371,0.5813953488372093
Comment allons-nous rentrer à la maison ?,Amek ara nekcem ar wexxam?,Amek ara n-uɣal ɣer uxxam?,0.11362193664674995,0.36
Notre voiture est là-bas.,Ha-tt-an dihin tkeṛṛust-nneɣ.,Takerrust-nneɣ tella dihin.,0.11362193664674995,0.88
L'as-tu aimé aussi ?,Tḥemmleḍ-t daɣen?,Tḥemmleḍ-t daɣen?,0.316227766016838,0.0
Est-ce que cela t'a plu aussi ?,Iɛǧeb-ak daɣen waya?,Iɛjeb-ik daɣen?,0.09069748827745895,0.3888888888888889
Je ne peux pas réfléchir avec le ventre vide.,Ur zmireɣ ara ad xemmeɣ s uɛebbuḍ ilem.,Ur zmireɣ ara ad xemmmeɣ s uɛebbuḍ d ilem.,0.36889397323344053,0.07894736842105263
"« Puis-je parler à Tom, s'il vous plaît ? » « Je suis désolé il vient de sortir. »"," Zemreɣ ad heḍṛeɣ i Tom ma ulac aɣilif ?  - "" Ul amek , tura i yeffeɣ. ""","« Zemreɣ ad mmeslayeɣ d Tom, di leɛnaya-k ? » « Suref-iyi, tura kan i d-iffeɣ. »",0.04167227247694064,0.5
Tom n'est pas le patron de l'entreprise.,Tom mačči d amɛellem n tkebbanit.,Tom mačči d lpatrun n tkebbanit.,0.25406637407730737,0.25
Ils ont la même voiture que nous.,Sɛan takeṛṛust am tinna-nneɣ.,Sɛan yiwet n tkarust am tin nneɣ.,0.039281465090051315,0.48148148148148145
La mère de mon amie fait ses courses le lundi.,Yemma-s n temdakelt-iw tqeṭṭu-d ass n letnayen.,Yemma-s n tmeddukkelt-iw ttegg ssuq n letnayen.,0.09878765474230743,0.27906976744186046
Le chat est tombé de la fenêtre.,Yeɣli-d wemcic-nni ɣef ṭṭaq.,Amcic yeɣli-d seg tṭaq.,0.08034284189446518,0.6
Que font toutes ces factures ici ?,D acu i xeddment tfakturin-a da?,D acu i xeddment tinfaturin-agi akk dagi?,0.41113361690051975,0.36666666666666664
Je transmets la facture par fax.,Ad ceyyɛeɣ tafakturt-nni s lfaks.,Aznay-d tafakturt s lfaks.,0.13232169883599026,0.3548387096774194
Je transmets la facture par fax.,Ad azneɣ tafakturt-nni s lfaks.,Ttazneɣ tafakturt s lfaks.,0.13232169883599026,0.20689655172413793
Marie n'a pas encore payé la facture.,Ur txelleṣ ara ɛad Marie tafakturt-nni.,Marie ur txelles ara yakan tafakturt.,0.05372849659117709,0.4594594594594595
Marie n'a pas encore payé la facture.,Ur-ɛad txelleṣ Marie tafakturt-nni.,Marie ur txelles ara yakan tafakturt.,0.040824829046386304,0.59375
Ils m'ont dit qu'il y avait un problème avec la facture.,Nnan-iyi-d belli yella wugur deg tfakturt-nni.,Nnan-iyi-d belli yella wugur deg tfakturt.,0.7598356856515925,0.07142857142857142
Sami dispose de trente jours pour payer la facture.,Yesɛa Sami tlatin n wussan i wakken ad ixelleṣ tafakturt-nni.,Sami yesɛa tlatin n wussan iwakken ad ixelles tafakturt.,0.1262975489687145,0.2542372881355932
Tom a admis s'être trompé sur la facture.,Yesteɛṛef Sami belli yeɣleḍ deg tfakturt-nni.,Tom yestɛerref belli yeɣleḍ deg lfatura.,0.20205155046766235,0.4186046511627907
